brand,model,car_info,user_text,price,price_evaluation,kilometer,gear,date,fuel,power,consumption,co2
Volkswagen,T6 andere,T6 Kasten 6.1 2.0 TDI ParkPilot GJR Klima SHZ,,29880,Sehr guter Preis,52075,,09/2022,Diesel,150,,
Volkswagen,T6 Transporter,,,23280,Guter Preis,73000,,07/2018,Diesel,102,,
Volkswagen,T6 Transporter,"T6 Kasten,4 Motion,kurz,AHK,ACC,Standh.",,27990,Ohne Bewertung,105600,,08/2018,Diesel,150,,
Volkswagen,T6 Transporter,"T6 2,0 TDI Transporter Kasten-Kombi Flügeltüren*",,16990,Ohne Bewertung,110000,,03/2018,Diesel,84,,
Volkswagen,Crafter,,,23700,Fairer Preis,79000,,04/2019,Diesel,102,,
Volkswagen,T6 Transporter,Kasten ++AHK++Klima++,,18950,Guter Preis,74000,,08/2018,Diesel,102,,
Volkswagen,Crafter,Kasten 35 mittellang Hochdach RWD,,22990,Guter Preis,113966,,04/2019,Diesel,177,,
,,,,,,,,,Andere,,,
Mercedes-Benz,B 180,B -Klasse/Einparkhilfe/SHZ/2.Hd/Garantie,,10490,Ohne Bewertung,60238,,04/2011,Benzin,116,,
Volkswagen,T6 Transporter,Pritsche 2.0 DoKa lang KLIMA|AHK,,25990,Hoher Preis,94000,,03/2019,Diesel,102,,
Mercedes-Benz,Sprinter,314 Automatik LADEBORDWAND+KAMERA 5720,,28548,Fairer Preis,94050,,11/2019,Diesel,143,,
Volkswagen,T6 andere,T6 Kasten 6.1 2.0 TDI LED AHK DAB+,,24880,Fairer Preis,103355,,12/2020,Diesel,150,,
Mercedes-Benz,A 180,Style*NAVI*Bi-XENON*PDC*SHZ*WR*Tempomat...,,17950,Ohne Bewertung,46760,,01/2015,Benzin,122,,
Audi,A4,Lim./AUDI SH/UNFALLFREI/8FACHBEREIFT,,17490,Guter Preis,129000,,01/2018,Benzin,150,,
Volkswagen,Crafter,35 2.0TDI L3H2+KAMERA+KLIMA+PDC+DAB,,24950,Fairer Preis,94492,,01/2021,Diesel,140,,
Volkswagen,up!,1.0 TSI BMT high up! Maps+More Climatronic P,,10580,Fairer Preis,97000,,02/2018,Benzin,90,,
Volkswagen,Caddy,Kasten mit Standheizung aus 1 Hand,,12890,Guter Preis,72915,,09/2015,Diesel,102,,
Mercedes-Benz,Sprinter,II Kasten 310 CDI * TÜV neu,,25000,Ohne Bewertung,57000,,12/2014,Diesel,95,,
Volkswagen,T6 Transporter,Kasten EcoProfi*Klima*,,18290,Guter Preis,132200,,01/2017,Diesel,102,,
Volkswagen,Crafter,Pritsche 50 L2 RWD AHK Standheizung,,26990,Sehr guter Preis,109000,,03/2019,Diesel,177,,
Volkswagen,Caddy,Kombi 1.0 TSI NAVI KLIMA SHZ PDC,,16720,Sehr guter Preis,72730,,11/2019,Benzin,102,,
Volkswagen,Caddy,1.2 BMT Maxi  Kasten,,12999,Sehr guter Preis,116699,,04/2016,Diesel,102,,
Volkswagen,Caddy Maxi,Kasten BMT,,12999,Ohne Bewertung,116699,,04/2016,Diesel,102,,
Volkswagen,T6 Transporter,Kasten TDI 4Motion Diff.sp AHK,,30700,Fairer Preis,88000,,04/2018,Diesel,150,,
Volkswagen,T6 Transporter,"T6 Kasten,4Motion,kurz,AHK,Standh,2 Schiebet.",,25990,Ohne Bewertung,120100,,05/2018,Diesel,150,,
Volkswagen,Crafter,35 Kasten MR LED+AHK+Navi+Kamera+103kw+T,,26880,Fairer Preis,87000,,05/2019,Diesel,140,,
Volkswagen,Golf Plus,VI Life/Schiebedach/Navi/1.Hd/Garantie,,11990,Ohne Bewertung,42425,,06/2013,Benzin,105,,
Volkswagen,Crafter,35 Kombi 2.0 TDI STANDHZG PDC KLIMA,,25720,Guter Preis,129900,,11/2017,Diesel,114,,
,,,,,,,,,Andere,,,
Volkswagen,Caddy Maxi,Kasten TDI DSG 4x4 Werkstatt*AHK*GRA*,,26990,Ohne Bewertung,103550,,10/2020,Diesel,150,,
Volkswagen,T6 California,T6 2.0TDI California Beach*7SITZER*MOBILE-NAVI,,34900,Sehr guter Preis,125500,,02/2016,Diesel,204,,
Volkswagen,T5 Transporter,Linné-Liner Campingausbau,,33000,Ohne Bewertung,74500,,08/2012,Diesel,140,,
Mercedes-Benz,Sprinter,"316 NAVI + AHK 2,8t + 1.HAND 7610",,26168,Fairer Preis,115050,,12/2019,Diesel,163,,
Volkswagen,Crafter,", 3 Sitzer",,12900,Ohne Bewertung,90000,,06/2010,Diesel,88,,
Volkswagen,Polo,V Match/SCHECKHEFT/KLIMA/SHZ/PDC,,8490,Ohne Bewertung,85000,,03/2012,Benzin,90,,
Volkswagen,Golf,1.0 TSI DAB LED AHK Klimaaut. PDC,,18490,Fairer Preis,56124,,08/2020,Benzin,110,,
Volkswagen,T6 Transporter,DoKa Pritsche+Plane*AHK 6-Sitzer,,19480,Fairer Preis,120267,,05/2018,Diesel,102,,
Volkswagen,Caddy,2.0 TDI Nfz Kasten EcoProfi BMT,,12990,Sehr guter Preis,126400,,08/2017,Diesel,102,,
Volkswagen,T6 Transporter,Kasten TDI Standheizung*Werkstatt,,18600,Sehr guter Preis,108000,,04/2019,Diesel,102,,
Mercedes-Benz,Vito,109 CDI FWD lang Wohnmobil /K62,,25990,Ohne Bewertung,121700,,07/2017,Diesel,88,,
Volkswagen,Caddy,Nfz Kasten Trendline BMT,,18000,Erhöhter Preis,73000,,02/2018,Diesel,102,,
Mercedes-Benz,Sprinter,214 Automatik KAMERA+NAVI 4458,,28548,Guter Preis,99050,,01/2020,Diesel,143,,
Mercedes-Benz,Sprinter,316 CDI *Werkstatt* STANDHZG. 0188,,33903,Fairer Preis,42050,,12/2019,Diesel,163,,
Volkswagen,Golf,VII 1.0 TSI BMT Comfortline /JP-Perfomance/,,12999,Erhöhter Preis,149829,,05/2017,Benzin,110,,
Volkswagen,Crafter,Kasten 35 lang L3H2 Hochdach EcoProfi,,11999,Ohne Bewertung,113292,,01/2015,Diesel,163,,
Volkswagen,Caddy,Nfz Maxi Kasten BMT 2.0 TDI,,13500,Sehr guter Preis,108000,,07/2017,Diesel,102,,
Volkswagen,T5 Transporter,T5 2.0TDI Kupplung + ZMS NEU *2xSchiebetüre*,,10990,Ohne Bewertung,92000,,12/2012,Diesel,84,,
Mercedes-Benz,Sprinter,314 *MAXI EXTRALANG* KLIMA 2031,,31523,Fairer Preis,42050,,11/2020,Diesel,143,,
Volkswagen,Golf Plus,VI Highline/Navi/Garantie/HU/AU/Neu,,12990,Ohne Bewertung,41103,,12/2011,Benzin,122,,
,,,,,,,,,Andere,,,
Mercedes-Benz,Sprinter,313 CDI DoKa Pritsche Klima Standhzg.,,15995,Ohne Bewertung,123840,,12/2011,Diesel,129,,
Mercedes-Benz,Sprinter,214 Automatik KAMERA+ NAVI (7793),,27953,Fairer Preis,100000,,03/2020,Diesel,143,,
Volkswagen,Crafter,Kasten MR L2H2 Kamera*Klima,,18600,Sehr guter Preis,115000,,01/2019,Diesel,140,,
Volkswagen,T6 andere,T6 Kasten 2.0 TDI Einparkhilfe AHK GJR Sortimo,,21480,Guter Preis,63645,,11/2019,Diesel,102,,
Volkswagen,Crafter,Kasten L1H1*Klima*Tüv neu*Garantie*,,13990,Sehr guter Preis,117700,,08/2016,Diesel,109,,
Mercedes-Benz,Sprinter,314 Automatik DISTRONIC+LED+NAVI (2747),,29143,Fairer Preis,100000,,12/2019,Diesel,143,,
Volkswagen,Caddy,Cargo 2.0 TDI Navi DAB+,,19880,Fairer Preis,92795,,02/2021,Diesel,122,,
Audi,A1,Sportback 1.4*125 Ps*basis*111700Tkm  TÜV Neu,,11490,Guter Preis,111700,,08/2015,Benzin,125,,
Volkswagen,T6 Transporter,T6.1 Transporter 2.0 TDI Kasten FWD / Klima MwSt,,21990,Guter Preis,114770,,11/2020,Diesel,150,,
Mercedes-Benz,A 180,Style BlueEfficiency*NAVI*XENON*SHZ*Teille,,11450,Ohne Bewertung,128485,,07/2013,Benzin,122,,
Volkswagen,T6 andere,T6 Kasten 2.0 TDI LR Einparkhilfe SHZ,,21880,Erhöhter Preis,142225,,06/2018,Diesel,150,,
Volkswagen,Caddy,TDI Kasten Klima,,9990,Fairer Preis,89691,,01/2014,Diesel,75,,
Volkswagen,T6 Transporter,Pritsche DoKa LR*StndHzg AHK 6Sit,,18980,Ohne Bewertung,109493,,02/2019,Diesel,150,,
Volkswagen,Crafter,Kasten 35 mittel L2H2 Hochdach,,17499,Sehr guter Preis,121000,,06/2018,Diesel,140,,
Mercedes-Benz,B 180,B -Klasse B 180 CDI,,12490,Ohne Bewertung,83900,,12/2012,Diesel,109,,
Mercedes-Benz,Vito,Kasten 1 Hand* Standheizung* Tempomat* .Han,,16990,Guter Preis,80000,,10/2017,Diesel,136,,
Volkswagen,Caddy,Maxi *Pharma-Thermoisolierung *KLIMA *1.Hd,,13450,Fairer Preis,95000,,07/2017,Diesel,102,,
Mercedes-Benz,Sprinter,516 CDI BLUETEC SPRINTER 906.653 7G-TRONIC PLUS,,21900,Sehr guter Preis,130322,,07/2017,Diesel,163,,
Volkswagen,Caddy,2.0 TDI Kasten Trendline BMT AHK,,15700,Fairer Preis,100460,,07/2018,Diesel,102,,
Volkswagen,T6 andere,T6 Pritsche Doka 4Motion Standh AHK Tempomat,,26995,Guter Preis,122000,,05/2018,Diesel,150,,
,,,,,,,,,Andere,,,
Volkswagen,Crafter,Kasten MR L2H2 Klima*AHK,,14700,Sehr guter Preis,128000,,07/2016,Diesel,136,,
Mercedes-Benz,Sprinter,III Pritsche DoKa 314 CDI 7SITZER/KLIMA,,28485,Sehr guter Preis,77705,,10/2019,Diesel,143,,
Volkswagen,Crafter,Pritsche 30 kurz L1 DoKa *7 Sitzer,,11999,Ohne Bewertung,108119,,11/2010,Diesel,88,,
Volkswagen,Crafter,Pritsche  35 DOKA lang RWD 2.0 TDI STHZ ,,22800,Ohne Bewertung,75100,,07/2019,Diesel,177,,
Mercedes-Benz,B 200,Navi SHZ Rückfahrkam. Tempomat PDCv+h,,13990,Ohne Bewertung,50700,,07/2012,Benzin,156,,
Volkswagen,Caddy,Maxi*KLIMA*R-KAMERA,,20485,Erhöhter Preis,99155,,05/2021,Diesel,102,,
Mercedes-Benz,Sprinter,516 CDI  Pritsche AHK Standhzg 7-Sitzer,,29900,Guter Preis,59000,,10/2017,Diesel,163,,
Volkswagen,Crafter,Kasten 35 Autom. Ladebordwand Navi,,33900,Hoher Preis,104000,,12/2018,Diesel,177,,
Mercedes-Benz,Sprinter,II Kasten 314 CDI I.Hand Schwingsitz,,16990,Sehr guter Preis,117200,,08/2017,Diesel,143,,
Mercedes-Benz,Sprinter,II Kasten 314CDI NAVI AHK TEMPOMAT KLIM,,16399,Sehr guter Preis,124000,,03/2017,Diesel,143,,
Mercedes-Benz,E 200,E -Klasse Lim. E 200 CGI BlueEfficiency,,17690,Ohne Bewertung,150000,,01/2014,Benzin,184,,
Mercedes-Benz,A 180,Style*XENON*PDC*Panoramadach*Teilleder...,,16950,Fairer Preis,45235,,04/2015,Benzin,122,,
Volkswagen,Crafter,2.5 TDI ,,12500,Ohne Bewertung,76551,,07/2011,Diesel,136,,
Volkswagen,Crafter,Kasten Mittlerer Radst. Hochd L2H2 Klima,,24800,Sehr guter Preis,76000,,08/2019,Diesel,140,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,11781,Ohne Bewertung,74000,,12/2012,Diesel,84,,
Volkswagen,Touran,2.0TDI SCR BMT Navi 7Sitze SR+WR GARANTIE,,23900,Fairer Preis,75000,,04/2019,Diesel,150,,
Mercedes-Benz,Sprinter,II Pritsche-Ma/DoKa/316 CDI/Klima/Navi/,,23490,Guter Preis,142000,,07/2015,Diesel,163,,
Volkswagen,T6 Transporter,2.0 TDI Kasten Flügel AHK KLIMA P,,20999,Sehr guter Preis,60799,,11/2019,Diesel,102,,
Volkswagen,Caddy,Kasten 2.0 TDI DSG Einparkhilfe Klima,,22340,Erhöhter Preis,72959,,11/2020,Diesel,102,,
Volkswagen,T6 Transporter,Kasten 2.0TDI 4Motion AHK*ACC*LED,,29999,Hoher Preis,84000,,12/2018,Diesel,150,,
,,,,,,,,,Andere,,,
Volkswagen,Caddy Maxi,"Caddy 2,0TDI Maxi Kasten BMT Klima 1.Hd",,17850,Ohne Bewertung,79800,,05/2019,Diesel,102,,
Mercedes-Benz,Sprinter,II Lang Pritsche DoKa 310 CDI  7-Sitzer,,11499,Ohne Bewertung,101022,,12/2012,Diesel,95,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,9990,Fairer Preis,96000,,12/2013,Diesel,84,,
Volkswagen,Caddy,Kasten 1.4 TSI - Shz / AHK / Tempomat -,,11900,Sehr guter Preis,64000,,09/2017,Benzin,125,,
Audi,A3,1.6 TDI Spor Xenon Tempomat Klimaaut. PDC,,17890,Fairer Preis,86700,,05/2018,Diesel,116,,
Volkswagen,T5 Multivan,,,28000,Ohne Bewertung,50000,,01/2014,Diesel,179,,
Volkswagen,T6 Transporter,T6 Kombi Kasten Mixto LR AHK*GRA*6Sitze*DAB+,,30990,Fairer Preis,71200,,06/2019,Diesel,150,,
Ford,Transit Custom,Kasten 300 L2 Trend,,21500,Sehr guter Preis,63300,,07/2020,Diesel,131,,
Volkswagen,Crafter,35 Kasten 2.0 TDI LR HD AHK PDC SHZ,,25480,Sehr guter Preis,72600,,10/2020,Diesel,140,,
Mercedes-Benz,Sprinter,906 Koffer Camper Foodtruck Womo,,11888,Ohne Bewertung,100000,,01/2012,Diesel,95,,
Volkswagen,T6 Transporter,T6.1 Kasten 2.0 TDI  Klima+AHK+Flügeltüren++,,24990,Fairer Preis,86990,,11/2019,Diesel,150,,
Mercedes-Benz,Sprinter,316 CDI NAVI+ AHK+ 1.HAND 5198,,26763,Fairer Preis,60000,,01/2019,Diesel,163,,
Mercedes-Benz,Vito,Kuhlmann Cars Bestattungswagen/Leichenwagen,,19950,Ohne Bewertung,138123,,04/2011,Diesel,95,,
Volkswagen,Crafter,PLUS 35 mittellang FWD/7-SITZER/RFK/AHK,,28999,Fairer Preis,117000,,12/2018,Diesel,140,,
Mercedes-Benz,Sprinter,II Kasten 313/CDI/Klima/ PDC/AHK/Navi,,16500,Ohne Bewertung,136662,,12/2014,Diesel,129,,
Volkswagen,Polo,V Style*1.HAND*KLIMA*SCHECKHEFT*,,6999,Guter Preis,97000,,07/2012,Benzin,90,,
Volkswagen,T6 Transporter,"T6 Kasten,4 Motion,Standh.,AHK,Kamera,Tempomat",,27990,Sehr guter Preis,95200,,07/2019,Diesel,150,,
Volkswagen,T6 Transporter,Kasten 2.0TDI Klima*PDC*Werkstatt,,20900,Guter Preis,66000,,01/2019,Diesel,102,,
Volkswagen,T6 Transporter,T6 Kasten LR LANG REGALAUSBAU AHK,,21210,Guter Preis,107511,,03/2020,Diesel,150,,
Audi,Q2,basis,,15999,Guter Preis,127849,,08/2017,Benzin,150,,
,,,,,,,,,Andere,,,
Volkswagen,T6 Transporter,2.0 TDI Kombi Klima,,27900,Guter Preis,86800,,06/2019,Diesel,150,,
Volkswagen,Crafter,Pritsche 35 lang L3 Kühlkoffer Ladebord,,15600,Ohne Bewertung,141000,,11/2013,Diesel,163,,
Mercedes-Benz,Vito,Kasten 111 CDI FWD lang,,19999,Guter Preis,89600,,08/2019,Diesel,114,,
Volkswagen,Crafter,Koffer Standheiz. 35 lang netto 21995€,,26174,Guter Preis,63000,,03/2018,Diesel,140,,
Mercedes-Benz,Sprinter,316 CDI 1.HAND+ 3-SITZE+ 230V 7288,,26763,Fairer Preis,100000,,11/2020,Diesel,163,,
Volkswagen,T6 Transporter,"T6 Kasten,4Motion,LR,Klima,AHK,2 Schiebet.",,27990,Ohne Bewertung,71500,,08/2018,Diesel,150,,
Mercedes-Benz,A 160,A -Klasse A 160/Automatik,,7750,Ohne Bewertung,96000,,12/2011,Benzin,95,,
Volkswagen,Caddy,"Kasten 1,0 TSI Climatronic+Navi+PDC",,16990,Fairer Preis,75294,,09/2020,Benzin,102,,
Volkswagen,T6 Transporter,Kasten 2.0 TDI Klima*Werkstatt,,17700,Sehr guter Preis,120000,,01/2019,Diesel,102,,
Volkswagen,T6 Transporter,T6 Kasten 2.0 TDI KLIMA,,15890,Guter Preis,111443,,01/2019,Diesel,84,,
Volkswagen,Caddy,Kasten*DSG*PDC*KLIMA*AHK*SCHECKHEFT*,,11999,Fairer Preis,120000,,07/2015,Diesel,102,,
Volkswagen,T6 Transporter,T6 Kasten 4Motion DSG Standh ACC AHK SHZ Kamera,,25995,Fairer Preis,125000,,09/2018,Diesel,150,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,9790,Fairer Preis,90000,,12/2013,Diesel,84,,
Volkswagen,T6 Transporter,*NAVI*AHK,,26980,Guter Preis,100000,,10/2019,Diesel,150,,
Mercedes-Benz,Sprinter,314 MAXI L3H2 RFK PTS Tachograf MBUX 2S,,22450,Sehr guter Preis,113800,,06/2019,Diesel,143,,
Volkswagen,Crafter,Hochdach | LED | Klima | Doppelsitzbank,,25400,Fairer Preis,109634,,10/2019,Diesel,140,,
Volkswagen,Crafter,35 TDI Autom.*EK*Pritsche-Plane*MR*AHK*,,31990,Erhöhter Preis,73000,,05/2019,Diesel,140,,
Volkswagen,Crafter,,,23200,Fairer Preis,102000,,06/2020,Diesel,140,,
Volkswagen,T6 Transporter,T6 Bus Caravelle Comf. lang 4MOTION |8-SITZE|,,27990,Sehr guter Preis,134000,,03/2017,Diesel,204,,
Mercedes-Benz,B 180,d/AUTOMATIK/1-HAND/NAVI/KAMERA/PDC,,18999,Fairer Preis,121000,,02/2020,Diesel,116,,
,,,,,,,,,Andere,,,
Ford,Mondeo,Hentschke Bestattungswagen / Leichenwagen,,18650,Ohne Bewertung,79994,,03/2010,Benzin,110,,
Volkswagen,T5 California,T5.2 California  Unikat 001/001. No-Limit Möbel,,34900,Ohne Bewertung,115000,,09/2011,Diesel,179,,
Volkswagen,T6 andere,T6 Kasten 4Motion DSG Standh Kamera AHK SHZ Temp,,26995,Sehr guter Preis,117000,,03/2019,Diesel,150,,
Volkswagen,Beetle,"Lim. Design,PDC,SHZ",,8990,Ohne Bewertung,65819,,01/2013,Benzin,160,,
Volkswagen,T6 Transporter,T6.1 Transporter Pritsche Doka-LED-Klima-AHK,,25490,Sehr guter Preis,84555,,03/2020,Diesel,110,,
Volkswagen,Caddy Maxi,2.0 TDI Kasten KLIMA Connectivity SHZ,,17489,Ohne Bewertung,60566,,07/2019,Diesel,102,,
Volkswagen,Crafter,Kasten 2.0 TDI 35 lang Hochdach KAM+PDC,,18789,Guter Preis,114380,,05/2019,Diesel,140,,
Volkswagen,T6 Transporter,T6.1 Transporter /RFK/KLIMA/WECHSELRICHTER !,,26999,Fairer Preis,86000,,01/2020,Diesel,150,,
Mercedes-Benz,B 180,B -Klasse B 180 d AMG Ausstattung,,20499,Guter Preis,106000,,05/2019,Diesel,116,,
Ford,Kuga,Titanium 150PS Aut. 4x4/Navi/Standh./PDC,,17700,Erhöhter Preis,89173,,05/2017,Diesel,150,,
Volkswagen,Caddy,"2,0TDI kurz DSG Werkst. Klima Sthzg. Navi",,22900,Erhöhter Preis,47530,,09/2018,Diesel,102,,
Mercedes-Benz,Sprinter,II Pritsche 313 CDI,,12480,Ohne Bewertung,111836,,10/2011,Diesel,129,,
Volkswagen,Caddy,2.0 TDI Kasten EcoProfi BMT / Klima PDC,,15990,Fairer Preis,93423,,11/2020,Diesel,102,,
Ford,Transit,2.0 TDCI 350 Trend L4 H3 Klima,,23998,Fairer Preis,79000,,09/2017,Diesel,131,,
Mercedes-Benz,Sprinter,2 Pritsche CDI*S.Heft*Klima*AHK*3 Sitze,,14990,Sehr guter Preis,60928,,09/2015,Diesel,95,,
Volkswagen,Crafter,Kasten 50 mittellang Hochdach RWD 2.0 TD,,22790,Sehr guter Preis,65054,,03/2019,Diesel,122,,
Volkswagen,T6 Transporter,Pritsche DoKa LR*AHK StndHzg 6Sit,,18980,Ohne Bewertung,119359,,02/2019,Diesel,150,,
Ford,Transit,FT 310 L2H2 VA Werkstatt Klima Standheiz,,20400,Fairer Preis,89000,,01/2018,Diesel,105,,
Volkswagen,T6 Transporter,T6.1 Transporter Kasten KR KLIMA PDC FLÜGELTÜREN,,21450,Guter Preis,84700,,08/2021,Diesel,110,,
Citroën,Berlingo,*KASTEN*STANDHEIZUNG*TOPAUSSTATTUNG,,18445,Fairer Preis,64042,,04/2019,Diesel,131,,
,,,,,,,,,Andere,,,
Ford,Transit,FT 350 L3H3 Autm. VA Klima Navi Kamera,,24400,Guter Preis,105080,,02/2018,Diesel,170,,
Mercedes-Benz,Viano,*KAMERA*PANORAMASCHIEBEDACH*AMBIENTE*LANG*,,26990,Ohne Bewertung,154500,,03/2013,Diesel,224,,
Volkswagen,T6 Transporter,"T6 2,0 TDI Standheizung Hochdach lang 1.HD*Navi",,20990,Fairer Preis,138000,,06/2017,Diesel,150,,
Mercedes-Benz,Citan,111 CDI Tourer EDITION Lang Navi DAB+ SHZ,,18890,Erhöhter Preis,68996,,02/2018,Diesel,110,,
Volkswagen,T6 Transporter,T6 2.0TDI DSG Transp.Kasten Kombi Mittelhochdach,,17699,Sehr guter Preis,130000,,04/2018,Diesel,150,,
Mercedes-Benz,Sprinter,II Kasten 310 CDI *Standheizung*Navi*,,20000,Fairer Preis,140000,,09/2015,Diesel,95,,
Volkswagen,T6 Transporter,Kasten-Kombi Kasten,,18500,Sehr guter Preis,105000,,10/2019,Diesel,150,,
Volkswagen,T6 Transporter,Kasten lang 2.0 TDI Tiefkühlwagen,,29990,Ohne Bewertung,92835,,03/2019,Diesel,102,,
Ford,Focus,Turnier ST mit Leder-Sport-Paket,,16350,Fairer Preis,105800,,04/2017,Benzin,250,,
Opel,Movano,"B Kasten HOCHDACH L2H3, KLIMA, 3 SITZER",,16990,Ohne Bewertung,97000,,04/2014,Diesel,125,,
Volkswagen,Caddy,Kasten 2.0 TDI Sortimo Werkstatt Regal AHK,,16450,Guter Preis,68768,,03/2018,Diesel,102,,
Volkswagen,T6 Transporter,T6 Kasten KR 2.0TDI*Navi PDC Alarm Klima Bluetoo,,18980,Fairer Preis,101705,,12/2019,Diesel,102,,
Volkswagen,T6 Transporter,"Kasten 4Motion Klima €EXP:22.450,",,26940,Erhöhter Preis,112000,,08/2019,Diesel,150,,
Mercedes-Benz,Sprinter,"313 Maxi XXL 4,3m-Tiefpritsche AHK-2,8t",,13950,Ohne Bewertung,130334,,08/2012,Diesel,129,,
Volkswagen,Beetle,Lim. Design,,9100,Guter Preis,129250,,05/2013,Benzin,160,,
Volkswagen,Polo,V Comfortline BMT/Start-Stopp,,9970,Erhöhter Preis,108200,,01/2015,Diesel,90,,
Volkswagen,Crafter,35 TDI 1.HAND+KLIMA+TÜV NEU+KAMERA+NAVI,,18990,Guter Preis,140000,,10/2016,Diesel,140,,
Mercedes-Benz,Sprinter,316 Automatik *2x Schiebetür* 6556,,27358,Fairer Preis,106050,,11/2020,Diesel,163,,
Volkswagen,T6 Transporter,T6 Kasten TDI DSG LR LANG AHK ACC KAMERA,,19880,Sehr guter Preis,118484,,10/2019,Diesel,150,,
Iveco,Andere,"Daily 50C17 LADEBORDWAND, ZWILLINGSREIFEN, KLIMA",,20990,Ohne Bewertung,74000,,07/2014,Diesel,170,,
,,,,,,,,,Andere,,,
Volkswagen,Caddy,Kasten 2.0 TDI Sortimo Werkstatt Regal SHZ,,14950,Sehr guter Preis,74861,,03/2018,Diesel,102,,
Opel,Movano,"B Kasten L2H2, AUTOMATIK, 3 SITZER, KLIMA",,16990,Ohne Bewertung,90000,,04/2014,Diesel,125,,
Mercedes-Benz,Sprinter,515 L4H3 Supermaxi Extralang Superhochd,,19950,Ohne Bewertung,121761,,10/2008,Diesel,150,,
Volkswagen,T6 Transporter,T6.1 Transporter 2.0 TDI Kasten FWD,,20990,Guter Preis,124284,,11/2020,Diesel,150,,
Volkswagen,T6 andere,T6 Kasten 4Motion lang DSG LED ACC AHK SHZ,,27995,Guter Preis,118000,,02/2019,Diesel,150,,
Mercedes-Benz,Sprinter,Kombi 4x4 Allrad Sperre Standh Klima,,22995,Ohne Bewertung,125000,,03/2009,Diesel,150,,
Ford,Transit,FT 310 L2H2 VA Werkst.Klima Standheizung,,19900,Fairer Preis,90940,,03/2018,Diesel,105,,
Audi,A7,3.0 TFSI quattro ACC HUD SOFT 360 NAVI KAM BO,,34888,Sehr guter Preis,63022,,07/2017,Benzin,333,,
Volkswagen,T6 Transporter,"T6 Kasten,4Motion,kurz,PDC,AHK,Standh,2 Schiebet",,28990,Ohne Bewertung,96900,,08/2019,Diesel,150,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,9990,Guter Preis,79000,,12/2013,Diesel,84,,
Volkswagen,T5 Caravelle,(lang),,33500,Ohne Bewertung,130000,,05/2015,Diesel,150,,
Volkswagen,T6 Transporter,T6*Transporter*Kasten*Klima*Composition Audio*,,16590,Sehr guter Preis,100000,,07/2019,Diesel,102,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,9996,Guter Preis,79000,,07/2013,Diesel,84,,
Volkswagen,T6 Kombi,T6.1 Kombi 2.0TDI LR Hochd. Klima PDC 9-Sitzer,,27950,Sehr guter Preis,34500,,11/2020,Diesel,110,,
Volkswagen,T6 Transporter,T6.1 Kasten LR LANG REGALAUSBAU AHK,,26880,Erhöhter Preis,83792,,03/2020,Diesel,110,,
Volkswagen,T6 Transporter,Kasten-Kombi Kasten Hochdach lang,,17990,Erhöhter Preis,138321,,12/2016,Diesel,84,,
Ford,Transit Custom,310 L1H1 Werkstatt Klima Navi,,24900,Erhöhter Preis,79600,,12/2017,Diesel,131,,
Volkswagen,T5 Transporter,2.0TDI EU5*2xSchiebetüre*1.Hand*,,10698,Sehr guter Preis,80000,,12/2015,Diesel,84,,
Volkswagen,T6 Transporter,Transporter T6 kurz VA Werkstatt Klima EU6,,26900,Fairer Preis,38900,,01/2017,Diesel,102,,
Volkswagen,T6 Transporter,Pritsche inklusive Mwst!,,19850,Sehr guter Preis,50000,,04/2017,Diesel,150,,
,,,,,,,,,Andere,,,
Mercedes-Benz,B 180,CDI -Automatik KLIMA NAVI SHZ Diesel Euro6,,12490,Ohne Bewertung,124980,,03/2015,Diesel,109,,
Volkswagen,T6 Transporter,Kasten LANG*KLIMA*PDC*NAVI*2 HAND,,14850,Sehr guter Preis,123924,,09/2017,Diesel,102,,
Ford,Kuga,ST-Line 150PS/Klimaautomatik/Pano/DAB,,17500,Erhöhter Preis,89233,,08/2019,Benzin,150,,
Mercedes-Benz,Vito,114 CDI lang Automatik 7G,,21956,Fairer Preis,97325,,03/2020,Diesel,136,,
Volkswagen,T6 andere,T6.1 Kasten 4 motion TDI Rückfahrkamera,,26990,Erhöhter Preis,99000,,02/2020,Diesel,150,,
Volkswagen,T6 andere,T6 Doka,,16690,Ohne Bewertung,141326,,06/2016,Diesel,84,,
Mercedes-Benz,Sprinter,III Kasten 314CDI L3H2 AUTOMATIK,,26750,Guter Preis,78500,,02/2019,Diesel,143,,
Mercedes-Benz,Vario,816 D Maxi / Differentialsperre / AHK,,18500,Ohne Bewertung,82249,,03/2008,Diesel,156,,
Volkswagen,T6 Transporter,T6.1 Kasten LR LANG NAVI KAMERA KLIMA,,24420,Erhöhter Preis,77429,,04/2020,Diesel,110,,
Opel,Movano,"2,3CDTI L2H2 VA Ka. m.Laderampe Klima",,20900,Hoher Preis,98270,,11/2016,Diesel,131,,
