Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Volkswagen,Golf,25.076 km,03/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,112g CO2/km (komb)*,29.188
Seat,Leon,25.432 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,37.669
Volkswagen,Golf,26.007 km,05/2024,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,30.538
Seat,Leon,9.833 km,01/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.789
Hyundai,Tucson,19.296 km,02/2024,Automatik,Benzin,132 kW (177 PS),2l/100km,163g CO2/km (WLTP,35.848
Opel,Corsa,14.021 km,02/2024,Manuell,Benzin,74 kW (101 PS),1l/100km,115g CO2/km (WLTP,22.357
Seat,Leon,12.350 km,06/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,35.510
Hyundai,i30,24.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,27.648
Dacia,Sandero,14 km,12/2024,Manuell,Benzin,67 kW (90 PS),2l/100km,119g CO2/km (WLTP,15.986
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.599
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.493
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.573
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.559
Renault,Clio,500 km,03/2024,Manuell,Benzin,66 kW (90 PS),2l/100km,118g CO2/km (WLTP,24.145
Mazda,CX-5,4.001 km,10/2024,Automatik,Diesel,110 kW (150 PS),1l/100km,160g CO2/km (WLTP,44.391
Mazda,CX-5,5.103 km,09/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,45.789
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.535
Hyundai,i30,3.001 km,08/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,143g CO2/km (WLTP,28.997
Hyundai,i30,20.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,28.771
Hyundai,i30,19.400 km,04/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,27.575
Hyundai,i30,24.700 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,29.355
Opel,Corsa,21.947 km,02/2024,Manuell,Benzin,74 kW (101 PS),2l/100km,116g CO2/km (WLTP,23.484
Ford,Focus,11.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.673
Ford,Focus,9.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.048
Ford,Kuga,15 km,06/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,37.340
Ford,Kuga,15 km,05/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,39.105
Skoda,Kodiaq,1.100 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.021
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.710
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.230
Hyundai,i30,90 km,09/2024,Automatik,Benzin,103 kW (140 PS),5l/100km,499g CO2/km (WLTP,33.861
Volkswagen,Tiguan,8.200 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,0g CO2/km (WLTP,53.576
Volkswagen,T-Roc,10.097 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,38.764
Hyundai,i30,1.001 km,05/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,29.981
Ford,Kuga,24.025 km,03/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,40.787
Ford,Focus,1.500 km,05/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,42.716
Volkswagen,T-Roc,13.570 km,06/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,0g CO2/km (WLTP,35.071
Mazda,2,2.003 km,08/2024,Automatik,Hybrid (Elektro / Benzin),85 kW (116 PS),3l/100km,98g CO2/km (WLTP,29.588
Seat,Ateca,10 km,09/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,36.061
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.488
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,122g CO2/km (WLTP,26.313
Hyundai,Tucson,19.900 km,05/2024,Automatik,Hybrid (Elektro / Benzin),169 kW (230 PS),4l/100km,146g CO2/km (WLTP,42.498
Mazda,CX-30,5.390 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,31.648
Hyundai,i10,14.200 km,04/2024,Manuell,Benzin,62 kW (84 PS),4l/100km,123g CO2/km (WLTP,22.232
Renault,Austral,8.772 km,09/2024,Automatik,Hybrid (Elektro / Benzin),116 kW (158 PS),9l/100km,499g CO2/km (WLTP,39.148
Renault,Austral,8.939 km,08/2024,Automatik,Hybrid (Elektro / Benzin),116 kW (158 PS),2l/100km,141g CO2/km (WLTP,41.248
Hyundai,Staria,23.800 km,04/2024,Automatik,Diesel,130 kW (177 PS),5l/100km,222g CO2/km (WLTP,53.783
Hyundai,i30,25.400 km,05/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,29.331
Skoda,Superb,1.000 km,12/2024,Automatik,Diesel,142 kW (190 PS),1l/100km,499g CO2/km (WLTP,61.936
Dacia,Sandero,90 km,12/2024,Manuell,Benzin,67 kW (91 PS),9l/100km,119g CO2/km (WLTP,16.169
Mazda,CX-5,3.503 km,05/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.292
Mazda,6,2.703 km,04/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.535
Renault,Austral,14.001 km,01/2024,Automatik,Hybrid (Elektro / Benzin),147 kW (200 PS),7l/100km,105g CO2/km (WLTP,40.848
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,44.380
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,44.724
Seat,Leon,1.050 km,11/2024,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,36.318
Seat,Leon,1.000 km,11/2024,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,36.364
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,45.881
Hyundai,i30,12.900 km,04/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,31.342
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,122g CO2/km (WLTP,26.142
Hyundai,i30,12.900 km,04/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,25.778
Dacia,Duster,2.425 km,05/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,141g CO2/km (WLTP,27.885
Ford,Focus,7.000 km,02/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,40.365
Seat,Arona,16.320 km,05/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,0g CO2/km (WLTP,26.104
Ford,Focus,1.500 km,05/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,43.803
Ford,Transit Custom,10 km,04/2024,Automatik,Diesel,125 kW (170 PS),4l/100km,499g CO2/km (WLTP,58.976
Ford,Focus,9.408 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.360
Ford,Focus,11.408 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.360
Ford,Focus,11.904 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.029
Opel,Vivaro,10 km,10/2024,Manuell,Diesel,106 kW (146 PS),7l/100km,499g CO2/km (WLTP,39.233
Opel,Vivaro,10 km,10/2024,Manuell,Diesel,106 kW (146 PS),7l/100km,499g CO2/km (WLTP,38.610
Dacia,Jogger,1.001 km,12/2024,Manuell,Benzin,81 kW (110 PS),7l/100km,499g CO2/km (WLTP,23.519
Seat,Arona,14.177 km,06/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,0g CO2/km (WLTP,25.361
Volkswagen,Tiguan,10 km,07/2024,Automatik,Diesel,142 kW (190 PS),3l/100km,499g CO2/km (WLTP,60.176
Skoda,Fabia,10 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,26.856
Volkswagen,Touareg,10 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,109.351
Nissan,Juke,10 km,10/2024,Automatik,Benzin,84 kW (114 PS),1l/100km,499g CO2/km (WLTP,30.275
Volkswagen,Touareg,62 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,111.858
Hyundai,Tucson,1.200 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,0g CO2/km (WLTP,42.381
Skoda,Fabia,10 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,27.096
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,56.291
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,58.125
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,43.175
Volkswagen,Caddy,10 km,09/2024,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,47.364
Ford,Transit Custom,10 km,07/2024,Automatik,Diesel,125 kW (170 PS),4l/100km,499g CO2/km (WLTP,57.155
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,122g CO2/km (WLTP,25.925
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,122g CO2/km (WLTP,27.740
Hyundai,i30,15 km,07/2024,Automatik,Benzin,103 kW (140 PS),4l/100km,499g CO2/km (WLTP,34.370
Mazda,6,1.999 km,04/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.763
Mazda,6,10 km,04/2024,Automatik,Benzin,143 kW (194 PS),4l/100km,167g CO2/km (WLTP,44.330
Dacia,Sandero,2.614 km,01/2024,Manuell,Benzin,67 kW (91 PS),8l/100km,185g CO2/km (komb)*,17.448
Skoda,Kodiaq,17.000 km,05/2024,Automatik,Diesel,142 kW (190 PS),6l/100km,0g CO2/km (WLTP,61.650
Toyota,Yaris Cross,1.010 km,04/2024,Automatik,Hybrid (Elektro / Benzin),85 kW (116 PS),2l/100km,116g CO2/km (WLTP,27.948
Hyundai,i30,22.500 km,04/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,28.570
Renault,Clio,2.300 km,07/2024,Manuell,Benzin,67 kW (91 PS),9l/100km,499g CO2/km (WLTP,24.818
Seat,Leon,1.000 km,12/2024,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,39.434
Hyundai,IONIQ 5,7.403 km,01/2024,Automatik,Elektro,173 kW (235 PS),,0g CO2/km (WLTP,40.048
Seat,Arona,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,32.898
Ford,Kuga,5.400 km,04/2024,Automatik,Benzin,140 kW (190 PS),4l/100km,146g CO2/km (WLTP,43.342
Skoda,Octavia,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,44.501
Seat,Arona,10 km,12/2024,Automatik,Benzin,85 kW (116 PS),6l/100km,499g CO2/km (WLTP,30.718
Peugeot,3008,3.830 km,03/2024,Automatik,Benzin,96 kW (131 PS),4l/100km,0g CO2/km (WLTP,32.585
Peugeot,3008,3.150 km,03/2024,Automatik,Benzin,96 kW (131 PS),4l/100km,0g CO2/km (WLTP,32.859
Volkswagen,Golf,8.450 km,08/2024,Manuell,Diesel,85 kW (116 PS),2l/100km,499g CO2/km (WLTP,43.049
Hyundai,i20,15 km,12/2024,Manuell,Benzin,58 kW (79 PS),4l/100km,122g CO2/km (WLTP,21.897
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.062
Ford,Kuga,14.200 km,02/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,39.556
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.544
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.345
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.183
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.654
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.457
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,23.836
Skoda,Octavia,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,42.172
Skoda,Octavia,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,41.558
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,23.640
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.339
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.062
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.311
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,23.615
Seat,Ibiza,2 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,24.189
Ford,Kuga,6.000 km,06/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,41.917
Ford,Explorer,5.600 km,06/2024,Automatik,Hybrid (Elektro / Benzin),336 kW (457 PS),8l/100km,85g CO2/km (komb)*,83.817
Ford,Focus,11.904 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,34.481
Skoda,Octavia,20 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,120g CO2/km (WLTP,36.685
Volkswagen,Touran,1.500 km,11/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,48.814
Ford,Transit Custom,10 km,10/2024,Automatik,Diesel,125 kW (170 PS),7l/100km,499g CO2/km (WLTP,64.827
Ford,Transit Custom,1.000 km,10/2024,Automatik,Diesel,125 kW (170 PS),7l/100km,499g CO2/km (WLTP,71.046
Ford,Transit Custom,10 km,10/2024,Automatik,Diesel,125 kW (170 PS),7l/100km,499g CO2/km (WLTP,71.893
Volkswagen,Touran,20.194 km,08/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,47.472
Skoda,Octavia,20 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,33.665
Volkswagen,Touran,1.500 km,11/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,48.751
Hyundai,i20,15 km,11/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,121g CO2/km (WLTP,25.978
Hyundai,i20,15 km,11/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,121g CO2/km (WLTP,25.086
Hyundai,Tucson,10 km,11/2024,Manuell,Diesel,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,38.873
Ford,Focus,16.633 km,05/2024,Manuell,Benzin,92 kW (125 PS),1l/100km,138g CO2/km (WLTP,36.771
Ford,Puma,19.600 km,01/2024,Manuell,Benzin,92 kW (125 PS),6l/100km,135g CO2/km (WLTP,20.789
Ford,Focus,2.300 km,06/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,40.885
Hyundai,i30,18.547 km,02/2024,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,28.151
Renault,Clio,15 km,02/2024,Manuell,Benzin,67 kW (90 PS),2l/100km,118g CO2/km (WLTP,21.861
Ford,Puma,14.300 km,01/2024,Manuell,Benzin,92 kW (125 PS),6l/100km,135g CO2/km (WLTP,24.489
Skoda,Fabia,10 km,01/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,22.158
Skoda,Fabia,10 km,01/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,22.858
Volkswagen,T-Roc,7.003 km,05/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,144g CO2/km (WLTP,38.049
Seat,Arona,11.800 km,05/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,131g CO2/km (WLTP,28.800
Hyundai,i30,26.900 km,03/2024,Manuell,Benzin,88 kW (120 PS),8l/100km,120g CO2/km (komb)*,27.022
Hyundai,i30,23.000 km,02/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,122g CO2/km (WLTP,30.340
Volkswagen,Touareg,23.978 km,02/2024,Automatik,Benzin,340 kW (462 PS),8l/100km,185g CO2/km (komb)*,80.589
Toyota,C-HR,7.717 km,01/2024,Automatik,Hybrid (Elektro / Benzin),112 kW (152 PS),1l/100km,116g CO2/km (WLTP,41.148
Toyota,C-HR,3.081 km,01/2024,Automatik,Hybrid (Elektro / Benzin),103 kW (140 PS),8l/100km,108g CO2/km (WLTP,31.748
Ford,Focus,4.700 km,01/2024,Manuell,Benzin,92 kW (125 PS),5l/100km,125g CO2/km (WLTP,31.089
Toyota,C-HR,5.000 km,01/2024,Automatik,Hybrid (Elektro / Benzin),145 kW (197 PS),1l/100km,116g CO2/km (WLTP,41.148
Volkswagen,Golf,16.472 km,06/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,42.515
Volkswagen,T-Roc,21.740 km,06/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,28.399
Volkswagen,T-Roc,25.760 km,05/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,29.376
Hyundai,SONSTIGE,10 km,10/2024,Automatik,Elektro,71 kW (97 PS),,0g CO2/km (WLTP,30.567
Dacia,Duster,1.001 km,10/2024,Manuell,Benzin,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,30.620
Dacia,Jogger,1.001 km,11/2024,Manuell,Benzin,81 kW (110 PS),9l/100km,499g CO2/km (WLTP,23.624
Volkswagen,T-Roc,26.120 km,06/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,29.396
Volkswagen,T-Roc,28.330 km,06/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,28.194
Volkswagen,T-Roc,25.530 km,05/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,28.634
Hyundai,Tucson,25.100 km,02/2024,Automatik,Hybrid (Elektro / Benzin),169 kW (230 PS),6l/100km,149g CO2/km (WLTP,36.048
Volkswagen,Golf,14.400 km,01/2024,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,25.589
Volkswagen,T-Roc,15.260 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,37.863
Volkswagen,Golf,14.070 km,04/2024,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,31.585
Volkswagen,T-Roc,20.400 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,38.722
Volkswagen,T-Roc,8.320 km,06/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,142g CO2/km (WLTP,37.922
Volkswagen,Tiguan,23.100 km,03/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,145g CO2/km (WLTP,51.860
Volkswagen,T-Roc,14.110 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,40.050
Ford,Focus,20.656 km,05/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,38.154
Skoda,Octavia,16.135 km,04/2024,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,47.235
Volkswagen,Tiguan,27.140 km,05/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,171g CO2/km (WLTP,63.531
Volkswagen,Tiguan,16.920 km,05/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,142g CO2/km (WLTP,49.255
Volkswagen,Tiguan,19.080 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,149g CO2/km (WLTP,54.912
Volkswagen,Tiguan,19.995 km,05/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,171g CO2/km (WLTP,66.408
Skoda,Karoq,6.400 km,04/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,141g CO2/km (WLTP,40.955
Volkswagen,Tiguan,15.630 km,06/2024,Automatik,Benzin,110 kW (150 PS),5l/100km,149g CO2/km (WLTP,59.469
Volkswagen,Tiguan,30.500 km,05/2024,Automatik,Diesel,110 kW (150 PS),6l/100km,148g CO2/km (WLTP,58.152
Volkswagen,Tiguan,23.160 km,05/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,140g CO2/km (WLTP,48.940
Volkswagen,T-Roc,11.670 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,144g CO2/km (WLTP,38.750
Volkswagen,Tiguan,21.940 km,05/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,140g CO2/km (WLTP,48.667
Volkswagen,Golf GTI,13.030 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,46.351
Volkswagen,Tiguan,18.070 km,05/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,150g CO2/km (WLTP,50.598
Volkswagen,Tiguan,24.650 km,05/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,171g CO2/km (WLTP,66.054
Volkswagen,T-Roc,17.930 km,05/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,41.892
Skoda,Kodiaq,12.000 km,05/2024,Automatik,Diesel,142 kW (190 PS),1l/100km,159g CO2/km (WLTP,55.344
Dacia,Jogger,26.150 km,05/2024,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,24.266
Volkswagen,T6 Transporter,20.980 km,03/2024,Automatik,Diesel,110 kW (150 PS),6l/100km,199g CO2/km (WLTP,49.341
Volkswagen,Tiguan,17.570 km,04/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,145g CO2/km (WLTP,50.001
Volkswagen,Golf GTI,16.115 km,01/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,38.589
Volkswagen,Golf GTI,14.720 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,44.893
Volkswagen,Golf GTI,13.800 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,46.285
Volkswagen,Golf GTI,12.160 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,44.198
Volkswagen,Tiguan,25.960 km,05/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,150g CO2/km (WLTP,51.985
Volkswagen,Tiguan,15.300 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,150g CO2/km (WLTP,57.102
Volkswagen,Tiguan,21.400 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,150g CO2/km (WLTP,55.061
Volkswagen,Tiguan,24.520 km,05/2024,Automatik,Diesel,110 kW (150 PS),6l/100km,148g CO2/km (WLTP,58.995
Volkswagen,Golf GTI,9.850 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,47.025
Volkswagen,Golf GTI,14.065 km,03/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,45.171
Volkswagen,Tiguan,13.950 km,04/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,151g CO2/km (WLTP,62.243
Volkswagen,Tiguan,18.680 km,02/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,158g CO2/km (WLTP,55.719
Volkswagen,Tiguan,17.350 km,05/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,150g CO2/km (WLTP,48.994
Seat,Arona,100 km,11/2024,Automatik,Benzin,85 kW (116 PS),9l/100km,133g CO2/km (WLTP,31.002
Seat,Arona,100 km,11/2024,Automatik,Benzin,85 kW (116 PS),9l/100km,133g CO2/km (WLTP,28.952
Hyundai,i30,15 km,12/2024,Manuell,Benzin,71 kW (97 PS),2l/100km,141g CO2/km (WLTP,25.398
Ford,Kuga,3.057 km,06/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,50.949
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,41.718
Ford,Kuga,15 km,05/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,36.940
Ford,Puma,2.727 km,07/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,122g CO2/km (WLTP,36.054
Ford,Kuga,6.887 km,03/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,47.103
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,41.010
Hyundai,Tucson,15 km,09/2024,Automatik,Benzin,117 kW (159 PS),7l/100km,159g CO2/km (WLTP,44.227
Ford,Explorer,5.590 km,06/2024,Automatik,Hybrid (Elektro / Benzin),336 kW (457 PS),8l/100km,85g CO2/km (komb)*,84.294
Dacia,Jogger,1.001 km,11/2024,Manuell,Benzin,81 kW (110 PS),9l/100km,499g CO2/km (WLTP,23.703
Renault,Clio,20.508 km,04/2024,Manuell,Benzin,67 kW (91 PS),3l/100km,121g CO2/km (WLTP,20.839
Fiat,Tipo,10 km,12/2024,Manuell,Diesel,96 kW (131 PS),4l/100km,499g CO2/km (WLTP,24.971
Ford,Focus,16.054 km,07/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,37.974
